time,true_x,true_y,x,y
0.0,5.396515594434613,10.5685253339342,4.791559382615092,9.592268092641408
0.72,5.793031188869224,11.137050667868403,5.697274496159143,11.410686075996791
1.44,6.189546783303837,11.705576001802603,6.050902843273081,13.176124119097565
2.16,6.586062377738449,12.274101335736805,5.022446207828878,11.191771953643414
2.88,6.982577972173061,12.842626669671006,8.60584585576382,13.248923604227409
3.5999999999999996,7.364542986529097,13.33895489241333,8.241813260443386,13.435799929322563
4.319999999999999,7.746508000885132,13.835283115155654,5.414500809495653,14.149795612268136
5.039999999999999,8.128473015241168,14.331611337897979,8.036914046130581,14.234980214494511
5.76,8.510438029597204,14.827939560640305,8.767386971600894,14.526274681731069
6.4799999999999995,8.892403043953239,15.324267783382629,10.03990428427211,15.497866088094874
7.199999999999999,9.26054163801562,15.752639100969322,9.5864402771949,16.55319528683869
7.919999999999999,9.628680232078002,16.181010418556017,9.827710672686342,16.992044769572026
8.639999999999999,9.996818826140384,16.609381736142712,10.115327020032362,14.8957719215145
9.36,10.364957420202764,17.037753053729404,10.907408199538619,18.144474223914052
10.079999999999998,10.733096014265145,17.4661243713161,10.846706587403052,16.748904493563384
10.799999999999999,11.088099815932681,17.830685731709888,12.118244983465472,18.02652927584519
11.52,11.443103617600217,18.195247092103674,10.744779287722741,17.624796606265626
12.239999999999998,11.798107419267753,18.559808452497464,11.365636976119127,17.543496123693753
12.959999999999999,12.153111220935289,18.92436981289125,12.859176890523212,19.674301345967304
13.68,12.508115022602825,19.28893117328504,11.207327674669665,20.68108604996315
14.399999999999999,12.85064312788821,19.59373626637511,13.266831220613469,20.945600597114186
15.12,13.193171233173594,19.89854135946518,13.025040900726868,21.367980092190518
15.84,13.53569933845898,20.203346452555248,13.138477951414536,19.75702343269649
16.56,13.878227443744363,20.50815154564532,13.666141671865905,19.474948383176788
17.28,14.220755549029748,20.81295663873539,14.0056774784169,22.20914572467896
18.0,14.551434522059559,21.0619658963374,16.002829739951533,21.276113716461076
18.72,14.882113495089369,21.310975153939413,13.512180448588275,19.078223581902783
19.44,15.21279246811918,21.559984411541425,15.257708244926954,21.696573037199567
20.16,15.54347144114899,21.808993669143437,16.875675016568852,21.430554292747786
20.880000000000003,15.8741504141788,22.05800292674545,15.3422521088507,22.186296376821296
21.6,16.1935742871935,22.25508352260153,15.123570978089973,20.919865126966766
22.32,16.512998160208195,22.452164118457613,16.71349969971118,22.143737229607765
23.040000000000003,16.832422033222894,22.6492447143137,17.886083752470824,22.604212210714014
23.76,17.15184590623759,22.84632531016978,16.73003212312394,23.18194093220445
24.480000000000004,17.47126977925229,23.043405906025864,16.790020589201067,23.565466841790542
25.200000000000003,17.780000052606226,23.192331755804624,19.238443054730066,23.385280521814774
25.92,18.08873032596016,23.341257605583383,17.559859380466047,23.401832298562127
26.640000000000004,18.397460599314098,23.490183455362143,19.49360599955621,24.39795943914248
27.360000000000003,18.70619087266803,23.639109305140902,19.35355801293151,23.17290003334329
28.080000000000005,19.01492114602197,23.788035154919662,19.94127637158088,23.357883962106175
28.800000000000004,19.313486788183376,23.89248691621616,20.52815282553484,25.638357861673295
29.520000000000003,19.612052430344782,23.996938677512656,18.22640245804464,23.060249808249424
30.240000000000006,19.910618072506185,24.101390438809155,19.597926426950792,24.67021440080984
30.960000000000004,20.209183714667592,24.20584220010565,20.860455046521245,22.580970369617468
31.680000000000007,20.507749356829,24.31029396140215,20.759161321995315,24.524851513581094
32.400000000000006,20.79664680437999,24.37385903373793,20.667308053736093,23.855066453538093
33.120000000000005,21.08554425193098,24.43742410607371,19.656839772546167,24.942433120333632
33.84,21.374441699481974,24.50098917840949,21.320025273138103,25.073895968054597
34.56000000000001,21.663339147032964,24.56455425074527,21.202174664385137,25.827031200372794
35.28000000000001,21.952236594583955,24.62811932308105,21.36568368149733,24.96964774939725
36.00000000000001,22.231929752220534,24.65429184790412,22.55764448961828,24.74279393225024
36.720000000000006,22.511622909857113,24.68046437272719,21.030689744809454,23.805594966104366
37.440000000000005,22.791316067493693,24.706636897550258,22.452027425793602,25.066968612958032
38.16000000000001,23.071009225130272,24.73280942237333,23.49678692392281,24.867612891440416
38.88000000000001,23.35070238276685,24.758981947196396,23.690278840922478,24.061640077578172
39.60000000000001,23.621622623298908,24.751162807881236,22.894266276070528,24.723114582794572
40.32000000000001,23.89254286383096,24.743343668566073,24.74164276572154,23.729076661080892
41.040000000000006,24.163463104363018,24.735524529250913,25.594924822604202,25.432181681931397
41.76000000000001,24.43438334489507,24.72770538993575,24.362229186675865,25.19219760883991
42.48000000000001,24.705303585427128,24.71988625062059,24.33269658103749,24.626379265486992
43.20000000000001,24.967849749778434,24.681383072468147,26.50008558473881,25.8332122113872
43.92000000000001,25.23039591412974,24.642879894315705,26.724532085857984,22.86453296015014
44.64000000000001,25.492942078481043,24.604376716163266,27.30619296761171,26.216592561882173
