dim 1, dim 2, dim 3
0.0,0.0,0.0
0.0,0.4210526315789474,-0.008310249307479223
0.0,0.8421052631578947,-0.03324099722991689
0.0,1.263157894736842,-0.07479224376731301
0.0,1.6842105263157894,-0.13296398891966757
0.0,2.1052631578947367,-0.20775623268698057
0.0,2.526315789473684,-0.29916897506925205
0.0,2.947368421052631,-0.40720221606648194
0.0,3.3684210526315788,-0.5318559556786703
0.0,3.7894736842105265,-0.6731301939058171
0.0,4.2105263157894735,-0.8310249307479223
0.0,4.631578947368421,-1.005540166204986
0.0,5.052631578947368,-1.1966759002770082
0.0,5.473684210526316,-1.404432132963989
0.0,5.894736842105263,-1.6288088642659277
0.0,6.315789473684211,-1.8698060941828256
0.0,6.7368421052631575,-2.127423822714681
0.0,7.157894736842105,-2.401662049861496
0.0,7.578947368421052,-2.6925207756232683
0.0,8.0,-3.0
0.31578947368421056,0.0,0.8502697186178745
0.3157894736842106,0.4210526315789475,0.7560788159116417
0.31578947368421056,0.8421052631578948,0.6526023394056539
0.3157894736842105,1.2631578947368425,0.5398402890999109
0.31578947368421056,1.6842105263157896,0.41779266499441275
0.3157894736842106,2.105263157894737,0.2864594670891594
0.31578947368421056,2.526315789473685,0.14584069538415073
0.31578947368421056,2.947368421052632,-0.0040636501206131
0.31578947368421056,3.368421052631579,-0.16325356942513194
0.31578947368421056,3.789473684210527,-0.331729062529406
0.31578947368421056,4.210526315789474,-0.5094901294334354
0.31578947368421056,4.631578947368422,-0.6965367701372199
0.31578947368421056,5.05263157894737,-0.8928689846407595
0.31578947368421056,5.473684210526317,-1.0984867729440544
0.31578947368421056,5.894736842105264,-1.3133901350471047
0.31578947368421056,6.315789473684212,-1.53757907094991
0.31578947368421056,6.736842105263158,-1.7710535806524699
0.31578947368421056,7.157894736842106,-2.013813664154786
0.31578947368421056,7.578947368421054,-2.265859321456856
0.31578947368421056,8.000000000000002,-2.5271905525586824
0.631578947368421,0.0,1.5168391893862077
0.6315789473684211,0.42105263157894735,1.3553193955492082
0.631578947368421,0.8421052631578947,1.1908312228226736
0.6315789473684208,1.2631578947368418,1.0233746712066032
0.631578947368421,1.6842105263157894,0.8529497407009977
0.6315789473684211,2.1052631578947367,0.6795564313058565
0.631578947368421,2.5263157894736836,0.5031947430211797
0.631578947368421,2.947368421052631,0.3238646758469672
0.631578947368421,3.3684210526315788,0.1415662297832194
0.631578947368421,3.7894736842105265,-0.04370059517006375
0.631578947368421,4.2105263157894735,-0.23193579901288275
0.631578947368421,4.631578947368421,-0.4231393817452373
0.631578947368421,5.052631578947367,-0.6173113433671271
0.631578947368421,5.473684210526316,-0.8144516838785528
0.631578947368421,5.894736842105263,-1.0145604032795132
0.631578947368421,6.315789473684211,-1.2176375015700103
0.631578947368421,6.7368421052631575,-1.4236829787500418
0.631578947368421,7.157894736842105,-1.6326968348196094
0.631578947368421,7.578947368421051,-1.8446790697787123
0.631578947368421,8.0,-2.0596296836273513
0.9473684210526314,0.0,2.0154541478349612
0.9473684210526315,0.4210526315789473,1.803267155311641
0.9473684210526314,0.8421052631578945,1.5934984828958776
